filepath,gt_text,label,pii_type,source_type,transcript,stt_sec
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00022_spk09.wav,오일공 이팔사 공육구사공삼 으로 입금해 주세요.,1,account,positive,510-284-069403으로 입금해 주세요.,0.247
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00023_spk10.wav,구이구이 오일오오 삼사팔삼 팔일칠구 로 결제 부탁드립니다.,1,card,positive,"9292-5155, 3483-8179로 결제 부탁드립니다.",0.247
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00024_spk11.wav,공일공 칠오일칠 이삼사공 으로 연락 주세요.,1,phone,positive,010-7517-2340으로 연락 주세요.,0.247
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00025_spk12.wav,일칠공사이사 삼칠팔삼삼공공 가 제 주민등록번호입니다.,1,rrn,positive,170424-3783300과 제 주민등록번호입니다.,0.247
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00026_spk13.wav,육구칠 사일팔 삼칠구오팔공 으로 입금해 주세요.,1,account,positive,697-418-379580으로 입금해 주세요.,0.247
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00027_spk14.wav,카드번호는 이이육육 팔삼사팔 팔공팔오 일사팔구입니다.,1,card,positive,카드 번호는 2266-8348-8085-1489입니다.,0.247
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00028_spk01.wav,연락처는 공일공 일칠구육 이오공사이에요.,1,phone,positive,연락처는 010-1796-2504이에요.,0.247
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00029_spk02.wav,팔칠공칠이공 일사공삼사오칠 가 제 주민등록번호입니다.,1,rrn,positive,870-720-140-3457가 제 주민등록번호입니다.,0.247
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00030_spk03.wav,입금하실 계좌는 칠일공 사팔구 오오사팔일육이에요.,1,account,positive,입금하실 계좌는 710-489-5548-16이에요.,0.247
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00031_spk04.wav,구공육사 공일팔팔 일팔칠육 팔칠구칠 로 결제 부탁드립니다.,1,card,positive,9064-0188-1876-8797로 결제 부탁 드립니다.,0.247
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00032_spk05.wav,공일공 오오칠삼 일팔이칠 으로 연락 주세요.,1,phone,positive,010-5573-1827으로 연락주세요.,0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00033_spk06.wav,본인 확인을 위해 오오공삼일오 일칠오칠일육팔 불러드릴게요.,1,rrn,positive,본인 확인을 위해 550315-1757168 불러 드릴게요.,0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00034_spk07.wav,제 계좌번호는 육일이 칠구공 일팔칠삼삼공입니다.,1,account,positive,제 계좌번호는 612-790-187330입니다.,0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00035_spk08.wav,카드번호는 사팔팔구 팔삼일칠 구구칠칠 삼이오팔입니다.,1,card,positive,카드번호는 4889-8317-9977-3258입니다.,0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00036_spk09.wav,문자는 공일공 육일이육 이육사육 으로 보내주세요.,1,phone,positive,문자는 010-6126-2646으로 보내주세요.,0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00037_spk10.wav,제 주민등록번호는 구구공구공일 삼오일이삼사공입니다.,1,rrn,positive,제 주민등록번호는 9909013512340입니다.,0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00038_spk11.wav,입금하실 계좌는 이일사 구육일 삼팔공육일이이에요.,1,account,positive,입금하실 계좌는 214-961-38061이에요.,0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00039_spk12.wav,카드번호는 삼구이삼 공구사구 삼구사육 구이구오입니다.,1,card,positive,"카드번호는 3923-0949, 3946-9295입니다.",0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00040_spk13.wav,제 전화번호는 공일공 일사공삼 칠구육이입니다.,1,phone,positive,제 전화번호는 010-1403-7962입니다.,0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00041_spk14.wav,구칠공구이오 이일삼사육이팔 가 제 주민등록번호입니다.,1,rrn,positive,9709252134628가 제 주민등록번호입니다.,0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00042_spk01.wav,환불 계좌는 육육이 일칠구 이칠칠구삼이입니다.,1,account,positive,환불 계좌는 662-179-277932입니다.,0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00043_spk02.wav,삼사칠공 팔팔삼오 삼이구오 오일공칠 로 결제 부탁드립니다.,1,card,positive,"3470-8835, 3295-5107로 결제 부탁드립니다.",0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00044_spk03.wav,문자는 공일공 육일일팔 칠일칠칠 으로 보내주세요.,1,phone,positive,문자는 010-611-87177으로 보내주세요.,0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00045_spk04.wav,본인 확인을 위해 오칠공이공팔 이공육칠일삼육 불러드릴게요.,1,rrn,positive,본인 확인을 위해 570-208-2067-136 불러 드릴게요.,0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00046_spk05.wav,일이일 육일이 오팔공팔이팔 으로 입금해 주세요.,1,account,positive,121-612-580-828으로 입금해 주세요.,0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00047_spk06.wav,제 카드번호는 구육사일 삼육공팔 공일일칠 일일육삼이에요.,1,card,positive,제 카드 번호는 9641-3608-0117-1163이에요.,0.259
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00048_spk07.wav,제 전화번호는 공일공 공구육사 삼칠오공입니다.,1,phone,positive,제 전화번호는 010-0964-3750입니다.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00049_spk08.wav,공사공육공삼 이이구이공공사 가 제 주민등록번호입니다.,1,rrn,positive,040603-2292004가 제 주민등록번호입니다.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00050_spk09.wav,환불 계좌는 삼일구 오육이 일삼팔칠삼구입니다.,1,account,positive,환불계좌는 319-562-138739입니다.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00051_spk10.wav,카드번호는 삼구팔일 칠칠사구 육육육구 삼일일구입니다.,1,card,positive,카드 번호는 3981774966693119입니다.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00052_spk11.wav,공일공 일오팔팔 칠공육이 으로 연락 주세요.,1,phone,positive,01015887062으로 연락 주세요.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00053_spk12.wav,제 주민등록번호는 오사공칠일오 일칠공육공칠삼입니다.,1,rrn,positive,제 주민등록번호는 540715-1706073입니다.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00054_spk13.wav,입금하실 계좌는 일육이 사이이 칠육삼오팔칠이에요.,1,account,positive,입금하실 계좌는 26242-763587이에요.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00055_spk14.wav,제 카드번호는 일칠구공 사공칠삼 삼일삼구 삼일일육이에요.,1,card,positive,제 카드번호는 1790-4073-3139-3116이에요.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00056_spk01.wav,급하시면 공일공 칠삼오공 이이구육 으로 바로 전화 주세요.,1,phone,positive,급하시면 010-7350-2296으로 바로 전화주세요.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00057_spk02.wav,제 주민등록번호는 이삼공오일오 이구일육구육사입니다.,1,rrn,positive,제 주민등록번호는 230-515-291-6964입니다.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00058_spk03.wav,제 계좌번호는 오오삼 팔삼칠 구공삼일팔구입니다.,1,account,positive,제 계좌번호는 553-837-903189입니다.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00059_spk04.wav,카드번호는 공팔이팔 팔팔오육 공이사일 일오이팔입니다.,1,card,positive,카드 번호는 0828-8856-0241-1528입니다.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00060_spk05.wav,급하시면 공일공 이칠이사 육육오팔 으로 바로 전화 주세요.,1,phone,positive,급하시면 010-2724-6658으로 바로 전화주세요.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00061_spk06.wav,제 주민등록번호는 육일공사이팔 사구사육이칠구입니다.,1,rrn,positive,줌인등록번호는 610-428-4946-279입니다.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00062_spk07.wav,환불 계좌는 이육팔 삼구팔 공공이이육공입니다.,1,account,positive,환불 계좌는 268-398-002-260입니다.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00063_spk08.wav,제 카드번호는 사삼사오 칠사오사 사육칠삼 육구삼공이에요.,1,card,positive,제 카드번호는 4345-7454-4673-6930이에요.,0.253
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00064_spk09.wav,연락처는 공일공 구일공오 칠구칠삼이에요.,1,phone,positive,연락처는 010-9105-7973이에요.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00065_spk10.wav,제 주민등록번호는 이사공오공칠 일육공칠삼일사입니다.,1,rrn,positive,제 주민등록번호는 240507-2607314입니다.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00066_spk11.wav,제 계좌번호는 팔육오 삼삼일 공오구구사이입니다.,1,account,positive,제 계좌번호는 865-331-059942입니다.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00067_spk12.wav,카드번호는 구오칠일 칠팔일일 팔이삼팔 팔칠공일입니다.,1,card,positive,카드번호는 9571-7811-8238-8701입니다.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00068_spk13.wav,제 전화번호는 공일공 공구삼일 팔삼이공입니다.,1,phone,positive,제 전화번호는 010-0931-8320입니다.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00069_spk14.wav,주민번호는 이삼공이이공 일칠공팔공일일이에요.,1,rrn,positive,주민번호는 230-220-170-8011이에요.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00070_spk01.wav,오일삼 일삼이 구팔칠삼삼오 으로 입금해 주세요.,1,account,positive,513-132-987335으로 입금해 주세요.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00071_spk02.wav,구사팔오 구칠사공 공육오일 일삼사삼 로 결제 부탁드립니다.,1,card,positive,9485-9740-0651-1343로 결제 부탁드립니다.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00072_spk03.wav,문자는 공일공 구오육이 구이육공 으로 보내주세요.,1,phone,positive,문자는 010-9562-9260으로 보내주세요.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00073_spk04.wav,본인 확인을 위해 사공공오공칠 삼이오공이팔공 불러드릴게요.,1,rrn,positive,본인 확인을 위해 400507-3250280 불러 드릴게요.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00074_spk05.wav,입금하실 계좌는 오공오 일사사 칠공사삼일팔이에요.,1,account,positive,입금하실 계좌는 505144704318이에요.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00075_spk06.wav,칠사구일 오일팔공 일일팔팔 공일오이 로 결제 부탁드립니다.,1,card,positive,7491-5180-1188-0152로 결제 부탁드립니다.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00076_spk07.wav,제 전화번호는 공일공 구이이사 일육삼팔입니다.,1,phone,positive,제 전화번호는 010-9224-1638입니다.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00077_spk08.wav,본인 확인을 위해 육팔공사일칠 삼일삼팔팔구공 불러드릴게요.,1,rrn,positive,본인 확인을 위해 680417-3138890 불러드릴게요.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00078_spk09.wav,입금하실 계좌는 일칠공 구일공 이오육일오공이에요.,1,account,positive,입금하실 계좌는 170-910-256150이에요.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00079_spk10.wav,제 카드번호는 사육육구 이오팔사 칠일칠구 팔구공공이에요.,1,card,positive,제 카드번호는 4669-2584-7179-8900이에요.,0.275
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00080_spk11.wav,제 전화번호는 공일공 사구오육 팔육육육입니다.,1,phone,positive,제 전화번호는 공 일 공 사 구 오 육 팔 육 육 육입니다,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00081_spk12.wav,주민번호는 팔오공구일공 일구팔사오삼구이에요.,1,rrn,positive,주민번호는 850910-1984539이에요.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00082_spk13.wav,제 계좌번호는 삼칠공 일이팔 구삼이구삼일입니다.,1,account,positive,제 계좌번호는 370-128-932-931입니다.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00083_spk14.wav,제 카드번호는 구공육사 이오사육 사사육이 사육일육이에요.,1,card,positive,제 카드번호는 9064254644624616이에요.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00084_spk01.wav,연락처는 공일공 삼사오공 오육일칠이에요.,1,phone,positive,연락처는 010-3450-5617이에요.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00085_spk02.wav,팔칠일일이팔 삼오이구구오구 가 제 주민등록번호입니다.,1,rrn,positive,871128-3529959가 제 주민등록번호입니다.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00086_spk03.wav,제 계좌번호는 삼오칠 구삼칠 구오이이칠삼입니다.,1,account,positive,제 계좌번호는 357-937-952273입니다.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00087_spk04.wav,카드번호는 일오일이 육구삼구 사오삼삼 공칠이이입니다.,1,card,positive,카드번호는 1512-6939-4533-0722입니다.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00088_spk05.wav,공일공 오사육사 이일사삼 으로 연락 주세요.,1,phone,positive,010-5464-2143으로 연락 주세요.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00089_spk06.wav,제 주민등록번호는 이공일이일오 사오팔팔일오삼입니다.,1,rrn,positive,제 주민등록번호는 202115-4588153입니다.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00090_spk07.wav,이일사 팔칠 구구공구오칠 으로 입금해 주세요.,1,account,positive,214-87990957으로 입금해 주세요.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00091_spk08.wav,제 카드번호는 팔구삼팔 공오구공 육공사구 구오사삼이에요.,1,card,positive,제 카드번호는 8938-0590-6049-9543이에요.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00092_spk09.wav,연락처는 공일공 이사이육 칠공사일이에요.,1,phone,positive,연락처는 010-2426-7041이에요.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00093_spk10.wav,본인 확인을 위해 공오공오일이 일구사이오구공 불러드릴게요.,1,rrn,positive,본인 확인을 위해 050-512-1942590 불러드릴게요.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00094_spk11.wav,제 계좌번호는 삼일오 칠공팔 이육일육오공입니다.,1,account,positive,제 계좌번호는 315-708-261-650입니다.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00095_spk12.wav,카드번호는 오칠구사 구일칠삼 육육오팔 이오삼이입니다.,1,card,positive,카드번호는 5794-9173-6658-2532입니다.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00096_spk13.wav,급하시면 공일공 이육육이 이구공공 으로 바로 전화 주세요.,1,phone,positive,급하시면 010-2662-2900으로 바로 전화주세요.,0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00097_spk14.wav,공삼공삼이사 삼팔이공삼구일 가 제 주민등록번호입니다.,1,rrn,positive,030324 3820391과 제 주민등록번호입니다.,0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00098_spk01.wav,구이일 육구오 구공육공삼육 으로 입금해 주세요.,1,account,positive,921-695-906036으로 입금해 주세요.,0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00099_spk02.wav,카드번호는 사삼칠일 이육공팔 일칠칠일 육이육칠입니다.,1,card,positive,"카드번호는 437-2608, 177-6267입니다.",0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00100_spk03.wav,연락처는 공일공 칠칠일일 삼육사사이에요.,1,phone,positive,연락처는 010-7711-3644이에요.,0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00101_spk04.wav,제 주민등록번호는 오팔공육일공 이이삼삼칠오이입니다.,1,rrn,positive,제 주민등록번호는 580610-2233752입니다.,0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00102_spk05.wav,입금하실 계좌는 칠칠오 이공칠 사일칠팔이일이에요.,1,account,positive,입금하실 계좌는 775-207-417-821이에요.,0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00103_spk06.wav,제 카드번호는 사오육사 일일삼칠 사오칠삼 오칠오삼이에요.,1,card,positive,"제 카드 번호는 4564-1137, 4573-5753이에요.",0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00104_spk07.wav,문자는 공일공 팔삼사육 육오사팔 으로 보내주세요.,1,phone,positive,문자는 010-8346-6548으로 보내주세요.,0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00105_spk08.wav,본인 확인을 위해 사이공일공사 삼일팔칠이사일 불러드릴게요.,1,rrn,positive,본인 확인을 위해 420104-3187241 불러드릴게요.,0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00106_spk09.wav,환불 계좌는 일삼구 일이일 육이오오오공입니다.,1,account,positive,환불 계좌는 139-121-625-550입니다.,0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00107_spk10.wav,제 카드번호는 오육육삼 오일삼구 칠일사구 구구삼이이에요.,1,card,positive,제 카드 번호는 5663-5139-7149-9932예요.,0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00108_spk11.wav,문자는 공일공 일팔구사 육삼일일 으로 보내주세요.,1,phone,positive,문자는 0101894-6311으로 보내주세요.,0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00109_spk12.wav,주민번호는 이사공오공이 사공공일칠칠삼이에요.,1,rrn,positive,주민번호는 24502-4001-773이에요.,0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00110_spk13.wav,입금하실 계좌는 사칠이 사오일 공칠삼삼칠이이에요.,1,account,positive,입금하실 계좌는 472-451-07337이에요.,0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00111_spk14.wav,오일사삼 이공사일 사구이공 팔삼공팔 로 결제 부탁드립니다.,1,card,positive,5143-2041-4920-8308로 결제 부탁드립니다.,0.257
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00112_spk01.wav,급하시면 공일공 육육구일 오삼사사 으로 바로 전화 주세요.,1,phone,positive,급하시면 010-6691-5344으로 바로 전화 주세요.,0.261
/home/hye0n/audio/cnn-based-audio-pii-classification/src/cnn/data_qwen/positive/output/positive_00113_spk02.wav,팔구공오일팔 이이공일일오팔 가 제 주민등록번호입니다.,1,rrn,positive,890518-221158과 제 주민등록번호입니다.,0.261
