filename,filepath,text,value,pii_type,gender,speaker_id,template_id,source_type,label,duration,n_digits,n_groups,max_run,frame,axis,prob_mean,prob_std,prob_ckpt_seq_indist_gru_cnn_s42,prob_ckpt_seq_indist_gru_cnn_s43,prob_ckpt_seq_indist_gru_cnn_s44,prob
probe_00025_spk12.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00025_spk12.wav,번호는 삼팔팔사입니다.,3884,,male,spk12,probe_cont_4,probe,1,2.0,4,1,4,sentence,continuous,0.004620199712614219,0.00240191664230431,0.002508603036403656,0.007980271242558956,0.003371724858880043,0.004620199712614219
probe_00026_spk13.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00026_spk13.wav,번호는 구육구육입니다.,9696,,male,spk13,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.0034571262852599225,0.0009284048499785307,0.004698260687291622,0.0032074935734272003,0.0024656245950609446,0.0034571262852599225
probe_00027_spk14.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00027_spk14.wav,번호는 오삼이팔입니다.,5328,,female,spk14,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.004107593869169553,0.0010661986591224027,0.0035852796863764524,0.003143777372315526,0.005593724548816681,0.004107593869169553
probe_00028_spk01.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00028_spk01.wav,번호는 칠일공일입니다.,7101,,female,spk01,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.012077613733708858,0.005643402469349369,0.011805491521954536,0.019121384248137474,0.005305965431034565,0.012077613733708858
probe_00029_spk02.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00029_spk02.wav,번호는 이이육구입니다.,2269,,male,spk02,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.01996883066991965,0.01357586607587921,0.005298478528857231,0.038029760122299194,0.016578253358602524,0.01996883066991965
probe_00030_spk03.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00030_spk03.wav,번호는 일육육구입니다.,1669,,female,spk03,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.003335795442884167,0.0014645281765522011,0.0023798076435923576,0.005404961761087179,0.0022226169239729643,0.003335795442884167
probe_00031_spk04.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00031_spk04.wav,번호는 칠팔사팔입니다.,7848,,male,spk04,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.014468101396535834,0.01225233109776593,0.0034086022060364485,0.031549692153930664,0.008446009829640388,0.014468101396535834
probe_00032_spk05.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00032_spk05.wav,번호는 공일팔사입니다.,0184,,female,spk05,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.0037992272215584912,0.0011462799227494925,0.0033639883622527122,0.005369200836867094,0.002664492465555668,0.0037992272215584912
probe_00033_spk06.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00033_spk06.wav,번호는 오일사육입니다.,5146,,male,spk06,probe_cont_4,probe,1,2.56,4,1,4,sentence,continuous,0.0036559109576046467,0.00039384671976136964,0.0032166466116905212,0.004172120243310928,0.0035789660178124905,0.0036559109576046467
probe_00034_spk07.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00034_spk07.wav,번호는 이칠공사입니다.,2704,,female,spk07,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.0026695660005013147,0.0005169739076239153,0.0022992349695414305,0.0034006566274911165,0.0023088064044713974,0.0026695660005013147
probe_00035_spk08.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00035_spk08.wav,번호는 팔이팔일입니다.,8281,,male,spk08,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.004853167260686557,0.0010410324523773358,0.0033894870430231094,0.005722313653677702,0.005447701085358858,0.004853167260686557
probe_00036_spk09.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00036_spk09.wav,번호는 사팔구삼입니다.,4893,,female,spk09,probe_cont_4,probe,1,1.76,4,1,4,sentence,continuous,0.0030805356800556183,0.0009031596070108713,0.0030207859817892313,0.0042153396643698215,0.002005481394007802,0.0030805356800556183
probe_00037_spk10.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00037_spk10.wav,번호는 이오이팔입니다.,2528,,male,spk10,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.0026043630205094814,0.0006052743370248795,0.002122176345437765,0.003457957413047552,0.002232955303043127,0.0026043630205094814
probe_00038_spk11.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00038_spk11.wav,번호는 팔공구오입니다.,8095,,female,spk11,probe_cont_4,probe,1,3.76,4,1,4,sentence,continuous,0.0082592754624784,0.0013926912184271157,0.00938649196177721,0.0062969462014734745,0.009094388224184513,0.0082592754624784
probe_00039_spk12.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00039_spk12.wav,번호는 칠공일오입니다.,7015,,male,spk12,probe_cont_4,probe,1,1.6,4,1,4,sentence,continuous,0.005601896283527215,0.00021665440407628715,0.005533870775252581,0.005894633010029793,0.0053771850652992725,0.005601896283527215
probe_00040_spk13.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00040_spk13.wav,번호는 사삼공삼입니다.,4303,,male,spk13,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.00289904628880322,5.2673733293728184e-05,0.002831627381965518,0.00296019297093153,0.0029053185135126114,0.00289904628880322
probe_00041_spk14.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00041_spk14.wav,번호는 구일일칠입니다.,9117,,female,spk14,probe_cont_4,probe,1,2.72,4,1,4,sentence,continuous,0.004442939534783363,0.0005992868714773534,0.004868808668106794,0.004864586517214775,0.0035954234190285206,0.004442939534783363
probe_00042_spk01.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00042_spk01.wav,번호는 일팔이이입니다.,1822,,female,spk01,probe_cont_4,probe,1,2.24,4,1,4,sentence,continuous,0.0189135253118972,0.00850417952050333,0.0071920654736459255,0.022442487999796867,0.027106022462248802,0.0189135253118972
probe_00043_spk02.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00043_spk02.wav,번호는 칠팔이사입니다.,7824,,male,spk02,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.0023014083659897247,0.0004146002796118159,0.0019560838118195534,0.0028844403568655252,0.0020637009292840958,0.0023014083659897247
probe_00044_spk03.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00044_spk03.wav,번호는 팔구육삼입니다.,8963,,female,spk03,probe_cont_4,probe,1,3.36,4,1,4,sentence,continuous,0.0035904417745769024,0.0003488250348599643,0.0037005203776061535,0.003951852209866047,0.0031189527362585068,0.0035904417745769024
probe_00045_spk04.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00045_spk04.wav,번호는 팔삼사육입니다.,8346,,male,spk04,probe_cont_4,probe,1,2.64,4,1,4,sentence,continuous,0.0018337233147273462,7.555536536731793e-05,0.0017834879690781236,0.001940512447617948,0.0017771695274859667,0.0018337233147273462
probe_00046_spk05.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00046_spk05.wav,번호는 오칠팔칠입니다.,5787,,female,spk05,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.003410830550516645,0.00035103776525189284,0.003097123932093382,0.0032344686333090067,0.0039008990861475468,0.003410830550516645
probe_00047_spk06.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00047_spk06.wav,번호는 일삼삼일입니다.,1331,,male,spk06,probe_cont_4,probe,1,2.32,4,1,4,sentence,continuous,0.0032197074809422097,0.00026881239561258935,0.002993221627548337,0.003597371047362685,0.0030685297679156065,0.0032197074809422097
probe_00048_spk07.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00048_spk07.wav,번호는 오공구팔입니다.,5098,,female,spk07,probe_cont_4,probe,1,2.48,4,1,4,sentence,continuous,0.002663505030795932,0.0002593197344635569,0.0027281788643449545,0.0029437909834086895,0.0023185452446341515,0.002663505030795932
probe_00049_spk08.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00049_spk08.wav,번호는 삼구삼공입니다.,3930,,male,spk08,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.01672267820686102,0.008294834406485216,0.005443700589239597,0.019570229575037956,0.025154104456305504,0.01672267820686102
probe_00050_spk09.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00050_spk09.wav,번호는 일공삼일입니다.,1031,,female,spk09,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.0025823734079798064,0.0007722929365995081,0.0023407258559018373,0.0036256175953894854,0.001780776772648096,0.0025823734079798064
probe_00051_spk10.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00051_spk10.wav,번호는 공오일팔입니다.,0518,,male,spk10,probe_cont_4,probe,1,2.4,4,1,4,sentence,continuous,0.0033261404217531285,0.0004309790017885221,0.0032855491153895855,0.003873103531077504,0.0028197686187922955,0.0033261404217531285
probe_00052_spk11.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00052_spk11.wav,번호는 삼사칠삼입니다.,3473,,female,spk11,probe_cont_4,probe,1,2.0,4,1,4,sentence,continuous,0.013363553676754236,0.006822648988579522,0.0037693078629672527,0.017274310812354088,0.019047042354941368,0.013363553676754236
probe_00053_spk12.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00053_spk12.wav,번호는 팔이구구입니다.,8299,,male,spk12,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.0022859710346286497,0.0005600044675431059,0.0018913326784968376,0.003077935427427292,0.0018886449979618192,0.0022859710346286497
probe_00054_spk13.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00054_spk13.wav,번호는 칠삼칠육입니다.,7376,,male,spk13,probe_cont_4,probe,1,1.76,4,1,4,sentence,continuous,0.005328088921184341,0.0010437743087592748,0.00386897218413651,0.006251118145883083,0.00586417643353343,0.005328088921184341
probe_00055_spk14.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00055_spk14.wav,번호는 삼일일육입니다.,3116,,female,spk14,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.004549921335031589,0.0027311677363836347,0.0024044823367148638,0.008404139429330826,0.002841142239049077,0.004549921335031589
probe_00056_spk01.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00056_spk01.wav,번호는 오육육칠입니다.,5667,,female,spk01,probe_cont_4,probe,1,2.48,4,1,4,sentence,continuous,0.006588614856203397,0.001893774261241666,0.0058564250357449055,0.009185739792883396,0.00472367973998189,0.006588614856203397
probe_00057_spk02.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00057_spk02.wav,번호는 공일공육입니다.,0106,,male,spk02,probe_cont_4,probe,1,2.24,4,1,4,sentence,continuous,0.011345643705377976,0.004921065720563735,0.007173049729317427,0.018255572766065598,0.008608308620750904,0.011345643705377976
probe_00058_spk03.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00058_spk03.wav,번호는 오일삼삼입니다.,5133,,female,spk03,probe_cont_4,probe,1,2.24,4,1,4,sentence,continuous,0.002868855216850837,0.00020716194823876567,0.002585770795121789,0.0030757542699575424,0.00294504058547318,0.002868855216850837
probe_00059_spk04.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00059_spk04.wav,번호는 삼팔칠이입니다.,3872,,male,spk04,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.003098262706771493,0.0001588343228908282,0.003308643354102969,0.0029248998034745455,0.0030612449627369642,0.003098262706771493
probe_00060_spk05.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00060_spk05.wav,번호는 육이사칠입니다.,6247,,female,spk05,probe_cont_4,probe,1,1.76,4,1,4,sentence,continuous,0.006759853723148505,0.0029068867683312307,0.003298906609416008,0.010411621071398258,0.0065690334886312485,0.006759853723148505
probe_00061_spk06.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00061_spk06.wav,번호는 삼일칠팔입니다.,3178,,male,spk06,probe_cont_4,probe,1,2.08,4,1,4,sentence,continuous,0.003091490517059962,2.2854650151072754e-05,0.0031051787082105875,0.003110003424808383,0.0030592894181609154,0.003091490517059962
probe_00062_spk07.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00062_spk07.wav,번호는 일공팔공입니다.,1080,,female,spk07,probe_cont_4,probe,1,2.0,4,1,4,sentence,continuous,0.007081862849493821,0.002145161986944724,0.004410646855831146,0.009662875905632973,0.007172065787017345,0.007081862849493821
probe_00063_spk08.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00063_spk08.wav,번호는 일삼이육입니다.,1326,,male,spk08,probe_cont_4,probe,1,2.56,4,1,4,sentence,continuous,0.009227766655385494,0.002821328498235165,0.012838607653975487,0.005952239967882633,0.008892452344298363,0.009227766655385494
probe_00064_spk09.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00064_spk09.wav,번호는 칠칠삼육입니다.,7736,,female,spk09,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.00826761320543786,0.005725569615759159,0.004863400012254715,0.016332244500517845,0.0036071951035410166,0.00826761320543786
probe_00065_spk10.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00065_spk10.wav,번호는 공이육공입니다.,0260,,male,spk10,probe_cont_4,probe,1,2.24,4,1,4,sentence,continuous,0.005499712424352765,0.0025407215796261554,0.0036000076215714216,0.00909082219004631,0.003808307461440563,0.005499712424352765
probe_00066_spk11.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00066_spk11.wav,번호는 육사칠사입니다.,6474,,female,spk11,probe_cont_4,probe,1,2.4,4,1,4,sentence,continuous,0.002098183302829663,0.0002884032605832769,0.001991715282201767,0.002492391038686037,0.0018104435876011848,0.002098183302829663
probe_00067_spk12.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00067_spk12.wav,번호는 육팔칠이입니다.,6872,,male,spk12,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.002315700830270847,0.0002529228371920816,0.0021557556465268135,0.002672743983566761,0.0021186028607189655,0.002315700830270847
probe_00068_spk13.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00068_spk13.wav,번호는 삼사삼공입니다.,3430,,male,spk13,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.004398598025242488,0.0007903441553273144,0.0033307624980807304,0.0052184551022946835,0.004646576475352049,0.004398598025242488
probe_00069_spk14.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00069_spk14.wav,번호는 구팔공오입니다.,9805,,female,spk14,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.005713738035410643,0.0019057045299289304,0.0042602973990142345,0.008405960164964199,0.004474956542253494,0.005713738035410643
probe_00070_spk01.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00070_spk01.wav,번호는 공공구칠입니다.,0097,,female,spk01,probe_cont_4,probe,1,2.08,4,1,4,sentence,continuous,0.03475014834354321,0.03653216405482234,0.011050211265683174,0.08635729551315308,0.0068429382517933846,0.03475014834354321
probe_00071_spk02.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00071_spk02.wav,번호는 팔팔이공입니다.,8820,,male,spk02,probe_cont_4,probe,1,2.4,4,1,4,sentence,continuous,0.0030603427439928055,0.00035607597270276075,0.003309577703475952,0.0033146666828542948,0.0025567838456481695,0.0030603427439928055
probe_00072_spk03.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00072_spk03.wav,번호는 팔일이일입니다.,8121,,female,spk03,probe_cont_4,probe,1,2.88,4,1,4,sentence,continuous,0.004273099048684041,0.0004715052783889377,0.0036566071212291718,0.004801411181688309,0.004361278843134642,0.004273099048684041
probe_00073_spk04.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00073_spk04.wav,번호는 구일삼육입니다.,9136,,male,spk04,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.0030959727397809425,0.0002651581917640193,0.0034172884188592434,0.0027678918559104204,0.003102737944573164,0.0030959727397809425
probe_00074_spk05.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00074_spk05.wav,번호는 일구삼구입니다.,1939,,female,spk05,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.009166417022546133,0.004491752534319481,0.00555023830384016,0.015497359447181225,0.006451653316617012,0.009166417022546133
probe_00075_spk06.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00075_spk06.wav,번호는 구공구일입니다.,9091,,male,spk06,probe_cont_4,probe,1,2.48,4,1,4,sentence,continuous,0.002747823872293035,0.00021430393896337314,0.0027452241629362106,0.0030115817207843065,0.0024866657331585884,0.002747823872293035
probe_00076_spk07.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00076_spk07.wav,번호는 육구구팔입니다.,6998,,female,spk07,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.0039137064789732294,0.0011166066538875216,0.0023410823196172714,0.004576100967824459,0.004823936149477959,0.0039137064789732294
