filename,filepath,text,value,pii_type,gender,speaker_id,template_id,source_type,label,duration,n_digits,n_groups,max_run,frame,axis,prob_mean,prob_std,prob_ckpt_seq_indist_gru_cnn_hires_s42,prob_ckpt_seq_indist_gru_cnn_hires_s43,prob_ckpt_seq_indist_gru_cnn_hires_s44,prob
probe_00025_spk12.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00025_spk12.wav,번호는 삼팔팔사입니다.,3884,,male,spk12,probe_cont_4,probe,1,2.0,4,1,4,sentence,continuous,0.0018569259361053507,0.0003140952727884451,0.0022405569907277822,0.0014711924595758319,0.0018590283580124378,0.0018569259361053507
probe_00026_spk13.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00026_spk13.wav,번호는 구육구육입니다.,9696,,male,spk13,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.001936648894722263,0.00044144588521874477,0.0025598141364753246,0.0015925007173791528,0.0016576318303123116,0.001936648894722263
probe_00027_spk14.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00027_spk14.wav,번호는 오삼이팔입니다.,5328,,female,spk14,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.002333588859376808,0.0007133241070959106,0.00275453832000494,0.0013291694922372699,0.002917058765888214,0.002333588859376808
probe_00028_spk01.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00028_spk01.wav,번호는 칠일공일입니다.,7101,,female,spk01,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.004553001994887988,0.0014088391352666072,0.004413675982505083,0.006343909539282322,0.0029014204628765583,0.004553001994887988
probe_00029_spk02.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00029_spk02.wav,번호는 이이육구입니다.,2269,,male,spk02,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.005941843070710699,0.002458261549290946,0.0032724568154662848,0.005347713362425566,0.009205359034240246,0.005941843070710699
probe_00030_spk03.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00030_spk03.wav,번호는 일육육구입니다.,1669,,female,spk03,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.0027049899411698184,0.0005690182349082751,0.002074239309877157,0.0034531329292804003,0.0025875975843518972,0.0027049899411698184
probe_00031_spk04.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00031_spk04.wav,번호는 칠팔사팔입니다.,7848,,male,spk04,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.003505126883586248,0.0011439871834862158,0.0019211885519325733,0.004582428373396397,0.004011763725429773,0.003505126883586248
probe_00032_spk05.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00032_spk05.wav,번호는 공일팔사입니다.,0184,,female,spk05,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.0019408055813983083,0.0002522420346776237,0.0020104963332414627,0.0022089395206421614,0.0016029808903113008,0.0019408055813983083
probe_00033_spk06.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00033_spk06.wav,번호는 오일사육입니다.,5146,,male,spk06,probe_cont_4,probe,1,2.56,4,1,4,sentence,continuous,0.0019385745205606024,0.00015691332850781774,0.0018288636347278953,0.0018263810779899359,0.002160478848963976,0.0019385745205606024
probe_00034_spk07.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00034_spk07.wav,번호는 이칠공사입니다.,2704,,female,spk07,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.0015374418968955676,6.967487521369942e-05,0.0016359377186745405,0.0014857831411063671,0.001490604830905795,0.0015374418968955676
probe_00035_spk08.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00035_spk08.wav,번호는 팔이팔일입니다.,8281,,male,spk08,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.0033022186253219843,0.0011965727380760817,0.003084699623286724,0.001957639353349805,0.004864316899329424,0.0033022186253219843
probe_00036_spk09.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00036_spk09.wav,번호는 사팔구삼입니다.,4893,,female,spk09,probe_cont_4,probe,1,1.76,4,1,4,sentence,continuous,0.0017165141180157661,0.0001782293143857745,0.0016527333064004779,0.0019595858175307512,0.0015372232301160693,0.0017165141180157661
probe_00037_spk10.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00037_spk10.wav,번호는 이오이팔입니다.,2528,,male,spk10,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.0017878345291440685,0.00022117679239833847,0.0017081991536542773,0.001565693411976099,0.0020896110218018293,0.0017878345291440685
probe_00038_spk11.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00038_spk11.wav,번호는 팔공구오입니다.,8095,,female,spk11,probe_cont_4,probe,1,3.76,4,1,4,sentence,continuous,0.008311570466806492,0.0036839411777702924,0.0035626781173050404,0.00883044395595789,0.012541589327156544,0.008311570466806492
probe_00039_spk12.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00039_spk12.wav,번호는 칠공일오입니다.,7015,,male,spk12,probe_cont_4,probe,1,1.6,4,1,4,sentence,continuous,0.0026799781868855157,0.0006663365892843376,0.0031289360485970974,0.001737979706376791,0.003173018805682659,0.0026799781868855157
probe_00040_spk13.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00040_spk13.wav,번호는 사삼공삼입니다.,4303,,male,spk13,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.0023019456615050635,0.0005508146291503223,0.0030416413210332394,0.0017205963376909494,0.0021435993257910013,0.0023019456615050635
probe_00041_spk14.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00041_spk14.wav,번호는 구일일칠입니다.,9117,,female,spk14,probe_cont_4,probe,1,2.72,4,1,4,sentence,continuous,0.0025987244055916867,6.547373356190428e-05,0.0025461220648139715,0.002559033455327153,0.002691017696633935,0.0025987244055916867
probe_00042_spk01.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00042_spk01.wav,번호는 일팔이이입니다.,1822,,female,spk01,probe_cont_4,probe,1,2.24,4,1,4,sentence,continuous,0.006967311259359121,0.002053252864525273,0.00452728196978569,0.006824071053415537,0.009550580754876137,0.006967311259359121
probe_00043_spk02.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00043_spk02.wav,번호는 칠팔이사입니다.,7824,,male,spk02,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.001468735747039318,0.0001411881793231636,0.001623475574888289,0.001500649144873023,0.0012820825213566422,0.001468735747039318
probe_00044_spk03.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00044_spk03.wav,번호는 팔구육삼입니다.,8963,,female,spk03,probe_cont_4,probe,1,3.36,4,1,4,sentence,continuous,0.0032694507390260696,0.0006701922323634359,0.0031630201265215874,0.0041382890194654465,0.002507043071091175,0.0032694507390260696
probe_00045_spk04.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00045_spk04.wav,번호는 팔삼사육입니다.,8346,,male,spk04,probe_cont_4,probe,1,2.64,4,1,4,sentence,continuous,0.0012705562403425574,0.00019873983446732626,0.0015389990294352174,0.0012084468035027385,0.0010642228880897164,0.0012705562403425574
probe_00046_spk05.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00046_spk05.wav,번호는 오칠팔칠입니다.,5787,,female,spk05,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.0020487670165797076,0.00010497317385734828,0.002196882152929902,0.0019833974074572325,0.001966021489351988,0.0020487670165797076
probe_00047_spk06.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00047_spk06.wav,번호는 일삼삼일입니다.,1331,,male,spk06,probe_cont_4,probe,1,2.32,4,1,4,sentence,continuous,0.0024291126367946467,0.000318156223679388,0.0027303111273795366,0.0019890402909368277,0.0025679864920675755,0.0024291126367946467
probe_00048_spk07.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00048_spk07.wav,번호는 오공구팔입니다.,5098,,female,spk07,probe_cont_4,probe,1,2.48,4,1,4,sentence,continuous,0.003049638355150819,0.001086158045628667,0.0029301655013114214,0.0017831381410360336,0.0044356114231050014,0.003049638355150819
probe_00049_spk08.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00049_spk08.wav,번호는 삼구삼공입니다.,3930,,male,spk08,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.011591445654630661,0.007851206240438575,0.005840105004608631,0.006241927854716778,0.022692304104566574,0.011591445654630661
probe_00050_spk09.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00050_spk09.wav,번호는 일공삼일입니다.,1031,,female,spk09,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.0015393238281831145,0.00013402164400544558,0.0016433906275779009,0.0016244774451479316,0.0013501034118235111,0.0015393238281831145
probe_00051_spk10.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00051_spk10.wav,번호는 공오일팔입니다.,0518,,male,spk10,probe_cont_4,probe,1,2.4,4,1,4,sentence,continuous,0.002013451070524752,0.0003395067347006354,0.0020197229459881783,0.001594541477970779,0.0024260887876152992,0.002013451070524752
probe_00052_spk11.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00052_spk11.wav,번호는 삼사칠삼입니다.,3473,,female,spk11,probe_cont_4,probe,1,2.0,4,1,4,sentence,continuous,0.004669862876956661,0.0025116233584843565,0.002628553193062544,0.0031731443013995886,0.008207891136407852,0.004669862876956661
probe_00053_spk12.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00053_spk12.wav,번호는 팔이구구입니다.,8299,,male,spk12,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.0014014807529747486,8.165603344236181e-05,0.0015112502733245492,0.001377653214149177,0.0013155387714505196,0.0014014807529747486
probe_00054_spk13.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00054_spk13.wav,번호는 칠삼칠육입니다.,7376,,male,spk13,probe_cont_4,probe,1,1.76,4,1,4,sentence,continuous,0.0022546811184535422,0.0007188215318066441,0.0020769373513758183,0.0014767416287213564,0.0032103643752634525,0.0022546811184535422
probe_00055_spk14.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00055_spk14.wav,번호는 삼일일육입니다.,3116,,female,spk14,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.002058007987216115,0.00024538411603540407,0.0018324028933420777,0.001942453789524734,0.0023991672787815332,0.002058007987216115
probe_00056_spk01.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00056_spk01.wav,번호는 오육육칠입니다.,5667,,female,spk01,probe_cont_4,probe,1,2.48,4,1,4,sentence,continuous,0.003429923439398408,0.00078300303596465,0.0031683037523180246,0.0026289033703505993,0.0044925631955266,0.003429923439398408
probe_00057_spk02.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00057_spk02.wav,번호는 공일공육입니다.,0106,,male,spk02,probe_cont_4,probe,1,2.24,4,1,4,sentence,continuous,0.005754692014306784,0.0004707194462197261,0.005665385629981756,0.005228045396506786,0.0063706450164318085,0.005754692014306784
probe_00058_spk03.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00058_spk03.wav,번호는 오일삼삼입니다.,5133,,female,spk03,probe_cont_4,probe,1,2.24,4,1,4,sentence,continuous,0.002008713704223434,0.00031545913822508164,0.0021240694914013147,0.0015778180677443743,0.0023242535535246134,0.002008713704223434
probe_00059_spk04.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00059_spk04.wav,번호는 삼팔칠이입니다.,3872,,male,spk04,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.0018314028081173699,0.0002751301221506584,0.002212019870057702,0.0015711452579125762,0.0017110432963818312,0.0018314028081173699
probe_00060_spk05.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00060_spk05.wav,번호는 육이사칠입니다.,6247,,female,spk05,probe_cont_4,probe,1,1.76,4,1,4,sentence,continuous,0.002579134190455079,0.0007370174743607431,0.0020496491342782974,0.002066363813355565,0.0036213896237313747,0.002579134190455079
probe_00061_spk06.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00061_spk06.wav,번호는 삼일칠팔입니다.,3178,,male,spk06,probe_cont_4,probe,1,2.08,4,1,4,sentence,continuous,0.0017303830245509744,0.00018425665867542556,0.0019712254870682955,0.0016961125656962395,0.0015238110208883882,0.0017303830245509744
probe_00062_spk07.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00062_spk07.wav,번호는 일공팔공입니다.,1080,,female,spk07,probe_cont_4,probe,1,2.0,4,1,4,sentence,continuous,0.010120615518341461,0.0036319885269115657,0.005175635684281588,0.013796181418001652,0.011390029452741146,0.010120615518341461
probe_00063_spk08.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00063_spk08.wav,번호는 일삼이육입니다.,1326,,male,spk08,probe_cont_4,probe,1,2.56,4,1,4,sentence,continuous,0.006785382594292362,0.0035699580137150562,0.011668535880744457,0.0032333957497030497,0.005454216152429581,0.006785382594292362
probe_00064_spk09.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00064_spk09.wav,번호는 칠칠삼육입니다.,7736,,female,spk09,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.002566469678034385,0.00046104383148961795,0.002018058905377984,0.0025352633092552423,0.0031460868194699287,0.002566469678034385
probe_00065_spk10.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00065_spk10.wav,번호는 공이육공입니다.,0260,,male,spk10,probe_cont_4,probe,1,2.24,4,1,4,sentence,continuous,0.002526763671388229,0.00020678722848215645,0.002243943978101015,0.002603743690997362,0.002732603345066309,0.002526763671388229
probe_00066_spk11.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00066_spk11.wav,번호는 육사칠사입니다.,6474,,female,spk11,probe_cont_4,probe,1,2.4,4,1,4,sentence,continuous,0.0014982259987543027,0.00018347630074993187,0.00173378293402493,0.0014746814267709851,0.0012862136354669929,0.0014982259987543027
probe_00067_spk12.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00067_spk12.wav,번호는 육팔칠이입니다.,6872,,male,spk12,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.0014172940282151103,0.00010634536629139064,0.0015610409900546074,0.0013071241555735469,0.0013837169390171766,0.0014172940282151103
probe_00068_spk13.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00068_spk13.wav,번호는 삼사삼공입니다.,3430,,male,spk13,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.003252596672003468,0.0010274576151940377,0.002783102449029684,0.002296468010172248,0.004678219556808472,0.003252596672003468
probe_00069_spk14.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00069_spk14.wav,번호는 구팔공오입니다.,9805,,female,spk14,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.0036013547020653882,0.0012664775982571695,0.00274597923271358,0.00266625196672976,0.005391832906752825,0.0036013547020653882
probe_00070_spk01.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00070_spk01.wav,번호는 공공구칠입니다.,0097,,female,spk01,probe_cont_4,probe,1,2.08,4,1,4,sentence,continuous,0.013348962490757307,0.002390294436895117,0.010032818652689457,0.015575060620903969,0.014439008198678493,0.013348962490757307
probe_00071_spk02.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00071_spk02.wav,번호는 팔팔이공입니다.,8820,,male,spk02,probe_cont_4,probe,1,2.4,4,1,4,sentence,continuous,0.001853769024213155,8.288653074388529e-05,0.001970406621694565,0.0018055506516247988,0.0017853497993201017,0.001853769024213155
probe_00072_spk03.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00072_spk03.wav,번호는 팔일이일입니다.,8121,,female,spk03,probe_cont_4,probe,1,2.88,4,1,4,sentence,continuous,0.0032759186966965594,0.0008300404612799899,0.0025207626167684793,0.002875193953514099,0.0044317995198071,0.0032759186966965594
probe_00073_spk04.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00073_spk04.wav,번호는 구일삼육입니다.,9136,,male,spk04,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.0019812354585155845,0.00026331946385804223,0.002318715211004019,0.0016761641018092632,0.0019488270627334714,0.0019812354585155845
probe_00074_spk05.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00074_spk05.wav,번호는 일구삼구입니다.,1939,,female,spk05,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.006615627634649475,0.002498158701392154,0.0032557130325585604,0.009241325780749321,0.007349844090640545,0.006615627634649475
probe_00075_spk06.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00075_spk06.wav,번호는 구공구일입니다.,9091,,male,spk06,probe_cont_4,probe,1,2.48,4,1,4,sentence,continuous,0.0014549705277507503,0.00011690049891006823,0.0016113735036924481,0.001330377534031868,0.001423160545527935,0.0014549705277507503
