filename,filepath,text,value,pii_type,gender,speaker_id,template_id,source_type,label,duration,n_digits,n_groups,max_run,frame,axis,prob_mean,prob_std,prob_ckpt_seq_indist_attn_cnn_s42,prob_ckpt_seq_indist_attn_cnn_s43,prob_ckpt_seq_indist_attn_cnn_s44,prob
probe_00010_spk11.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00010_spk11.wav,번호는 오구사공입니다.,5940,,female,spk11,probe_cont_4,probe,1,2.4,4,1,4,sentence,continuous,0.01132906430090467,0.003356499944803274,0.012242752127349377,0.006838237401098013,0.014906203374266624,0.01132906430090467
probe_00011_spk12.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00011_spk12.wav,번호는 칠팔일육입니다.,7816,,male,spk12,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.007071058886746566,0.0015337016078302832,0.00833588931709528,0.0049126967787742615,0.007964590564370155,0.007071058886746566
probe_00012_spk13.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00012_spk13.wav,번호는 일팔사구입니다.,1849,,male,spk13,probe_cont_4,probe,1,1.76,4,1,4,sentence,continuous,0.010195672667274872,0.003115632533046264,0.012218360789120197,0.005794299300760031,0.01257435791194439,0.010195672667274872
probe_00013_spk14.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00013_spk14.wav,번호는 오구삼일입니다.,5931,,female,spk14,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.009444827989985546,0.0026723068110862513,0.01204601489007473,0.005769954528659582,0.010518514551222324,0.009444827989985546
probe_00014_spk01.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00014_spk01.wav,번호는 공삼사일입니다.,0341,,female,spk01,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.00981577392667532,0.002786379689837865,0.011671021580696106,0.005877434276044369,0.011898865923285484,0.00981577392667532
probe_00015_spk02.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00015_spk02.wav,번호는 삼일육사입니다.,3164,,male,spk02,probe_cont_4,probe,1,2.0,4,1,4,sentence,continuous,0.014765872620046139,0.0055567348602228025,0.015381495468318462,0.007673393934965134,0.02124272845685482,0.014765872620046139
probe_00016_spk03.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00016_spk03.wav,번호는 칠오이오입니다.,7525,,female,spk03,probe_cont_4,probe,1,2.0,4,1,4,sentence,continuous,0.008037105978777012,0.0025488519476022757,0.011095816269516945,0.004856028128415346,0.008159473538398743,0.008037105978777012
probe_00017_spk04.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00017_spk04.wav,번호는 오삼사일입니다.,5341,,male,spk04,probe_cont_4,probe,1,1.6,4,1,4,sentence,continuous,0.021874199931820233,0.01787077904648716,0.010015740990638733,0.00847521610558033,0.04713164269924164,0.021874199931820233
probe_00018_spk05.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00018_spk05.wav,번호는 구이팔삼입니다.,9283,,female,spk05,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.00716103349501888,0.001759441553156249,0.008626934140920639,0.004686875734478235,0.008169290609657764,0.00716103349501888
probe_00019_spk06.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00019_spk06.wav,번호는 이칠육사입니다.,2764,,male,spk06,probe_cont_4,probe,1,2.88,4,1,4,sentence,continuous,0.00864235901584228,0.001425302193074535,0.00883908849209547,0.006806696765124798,0.010281291790306568,0.00864235901584228
probe_00020_spk07.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00020_spk07.wav,번호는 팔삼오공입니다.,8350,,female,spk07,probe_cont_4,probe,1,1.76,4,1,4,sentence,continuous,0.01350000873208046,0.002699699155214629,0.015334798023104668,0.009683006443083286,0.015482221730053425,0.01350000873208046
probe_00021_spk08.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00021_spk08.wav,번호는 삼공오육입니다.,3056,,male,spk08,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.017471501293281715,0.005149479886529471,0.01744256727397442,0.011179219000041485,0.02379271760582924,0.017471501293281715
probe_00022_spk09.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00022_spk09.wav,번호는 사일삼구입니다.,4139,,female,spk09,probe_cont_4,probe,1,1.6,4,1,4,sentence,continuous,0.013442018224547306,0.004455025118313572,0.01531444862484932,0.007296064402908087,0.017715541645884514,0.013442018224547306
probe_00023_spk10.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00023_spk10.wav,번호는 오삼칠육입니다.,5376,,male,spk10,probe_cont_4,probe,1,2.24,4,1,4,sentence,continuous,0.02032036582628886,0.008297644708860501,0.01786285638809204,0.011611975729465485,0.03148626536130905,0.02032036582628886
probe_00024_spk11.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00024_spk11.wav,번호는 칠이사이입니다.,7242,,female,spk11,probe_cont_4,probe,1,2.96,4,1,4,sentence,continuous,0.014909148526688417,0.007467724959210312,0.012360013090074062,0.007308086380362511,0.025059346109628677,0.014909148526688417
probe_00025_spk12.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00025_spk12.wav,번호는 삼팔팔사입니다.,3884,,male,spk12,probe_cont_4,probe,1,2.0,4,1,4,sentence,continuous,0.01479277697702249,0.006997511371345757,0.023728692904114723,0.006642455235123634,0.01400718279182911,0.01479277697702249
probe_00026_spk13.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00026_spk13.wav,번호는 구육구육입니다.,9696,,male,spk13,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.015097168274223804,0.004700845203931522,0.017842160537838936,0.0084810396656394,0.018968304619193077,0.015097168274223804
probe_00027_spk14.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00027_spk14.wav,번호는 오삼이팔입니다.,5328,,female,spk14,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.010851860822488865,0.005345017805237425,0.017577936872839928,0.0045015583746135235,0.010476087220013142,0.010851860822488865
probe_00028_spk01.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00028_spk01.wav,번호는 칠일공일입니다.,7101,,female,spk01,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.02222275175154209,0.012605943697527194,0.019818495959043503,0.008126860484480858,0.03872289881110191,0.02222275175154209
probe_00029_spk02.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00029_spk02.wav,번호는 이이육구입니다.,2269,,male,spk02,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.17014129335681596,0.18836198755058098,0.04117194190621376,0.032770730555057526,0.43648120760917664,0.17014129335681596
probe_00030_spk03.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00030_spk03.wav,번호는 일육육구입니다.,1669,,female,spk03,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.009221970569342375,0.0019547064353550134,0.011823227629065514,0.007111149374395609,0.008731534704566002,0.009221970569342375
probe_00031_spk04.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00031_spk04.wav,번호는 칠팔사팔입니다.,7848,,male,spk04,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.011107053142040968,0.0032230946279359165,0.01486138068139553,0.0069913011975586414,0.011468477547168732,0.011107053142040968
probe_00032_spk05.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00032_spk05.wav,번호는 공일팔사입니다.,0184,,female,spk05,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.007368885135898988,0.0019975435094191935,0.009460053406655788,0.004678450990468264,0.00796815101057291,0.007368885135898988
probe_00033_spk06.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00033_spk06.wav,번호는 오일사육입니다.,5146,,male,spk06,probe_cont_4,probe,1,2.56,4,1,4,sentence,continuous,0.015499085187911987,0.004608691844726538,0.014997925609350204,0.0101219043135643,0.021377425640821457,0.015499085187911987
probe_00034_spk07.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00034_spk07.wav,번호는 이칠공사입니다.,2704,,female,spk07,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.007768070170034965,0.0020366325828633687,0.010004537180066109,0.005078063812106848,0.008221609517931938,0.007768070170034965
probe_00035_spk08.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00035_spk08.wav,번호는 팔이팔일입니다.,8281,,male,spk08,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.013771366017560164,0.0039143261165760735,0.015869636088609695,0.008285918273031712,0.017158543691039085,0.013771366017560164
probe_00036_spk09.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00036_spk09.wav,번호는 사팔구삼입니다.,4893,,female,spk09,probe_cont_4,probe,1,1.76,4,1,4,sentence,continuous,0.007885023796310028,0.0014511838333664238,0.009655906818807125,0.0061013163067400455,0.007897848263382912,0.007885023796310028
probe_00037_spk10.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00037_spk10.wav,번호는 이오이팔입니다.,2528,,male,spk10,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.019333537047108013,0.006670531323082928,0.02070220559835434,0.010565945878624916,0.026732459664344788,0.019333537047108013
probe_00038_spk11.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00038_spk11.wav,번호는 팔공구오입니다.,8095,,female,spk11,probe_cont_4,probe,1,3.76,4,1,4,sentence,continuous,0.031894609332084656,0.005941693104405683,0.0239485464990139,0.033501073718070984,0.03823420777916908,0.031894609332084656
probe_00039_spk12.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00039_spk12.wav,번호는 칠공일오입니다.,7015,,male,spk12,probe_cont_4,probe,1,1.6,4,1,4,sentence,continuous,0.022276513278484344,0.00844994641861728,0.024762939661741257,0.010910768061876297,0.03115583211183548,0.022276513278484344
probe_00040_spk13.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00040_spk13.wav,번호는 사삼공삼입니다.,4303,,male,spk13,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.010546864631275335,0.0033254042464380337,0.013781755231320858,0.005973225459456444,0.011885613203048706,0.010546864631275335
probe_00041_spk14.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00041_spk14.wav,번호는 구일일칠입니다.,9117,,female,spk14,probe_cont_4,probe,1,2.72,4,1,4,sentence,continuous,0.02506125842531522,0.007179568624614129,0.01968218758702278,0.020293012261390686,0.035208575427532196,0.02506125842531522
probe_00042_spk01.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00042_spk01.wav,번호는 일팔이이입니다.,1822,,female,spk01,probe_cont_4,probe,1,2.24,4,1,4,sentence,continuous,0.062145413209994636,0.033174599729158184,0.043089691549539566,0.03454524278640747,0.10880130529403687,0.062145413209994636
probe_00043_spk02.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00043_spk02.wav,번호는 칠팔이사입니다.,7824,,male,spk02,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.007853560149669647,0.002019890555264303,0.009165642783045769,0.005000073462724686,0.009394964203238487,0.007853560149669647
probe_00044_spk03.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00044_spk03.wav,번호는 팔구육삼입니다.,8963,,female,spk03,probe_cont_4,probe,1,3.36,4,1,4,sentence,continuous,0.012434007289508978,0.002916780186116335,0.015315168537199497,0.00843694619834423,0.013549907132983208,0.012434007289508978
probe_00045_spk04.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00045_spk04.wav,번호는 팔삼사육입니다.,8346,,male,spk04,probe_cont_4,probe,1,2.64,4,1,4,sentence,continuous,0.00536614004522562,0.0014608207651650052,0.0063619427382946014,0.003300667740404606,0.0064358096569776535,0.00536614004522562
probe_00046_spk05.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00046_spk05.wav,번호는 오칠팔칠입니다.,5787,,female,spk05,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.006879661697894335,0.0016552017827299002,0.008156811818480492,0.004542203154414892,0.00793997012078762,0.006879661697894335
probe_00047_spk06.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00047_spk06.wav,번호는 일삼삼일입니다.,1331,,male,spk06,probe_cont_4,probe,1,2.32,4,1,4,sentence,continuous,0.0152837581311663,0.005396539365178728,0.017636168748140335,0.007819979451596737,0.020395126193761826,0.0152837581311663
probe_00048_spk07.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00048_spk07.wav,번호는 오공구팔입니다.,5098,,female,spk07,probe_cont_4,probe,1,2.48,4,1,4,sentence,continuous,0.012272694613784552,0.004782525647182324,0.015889501199126244,0.005514760036021471,0.01541382260620594,0.012272694613784552
probe_00049_spk08.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00049_spk08.wav,번호는 삼구삼공입니다.,3930,,male,spk08,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.03270844276994467,0.025488022762866394,0.016431082040071487,0.01299493107944727,0.06869931519031525,0.03270844276994467
probe_00050_spk09.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00050_spk09.wav,번호는 일공삼일입니다.,1031,,female,spk09,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.008147026412189007,0.0019460229898946321,0.010340241715312004,0.005610674619674683,0.008490162901580334,0.008147026412189007
probe_00051_spk10.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00051_spk10.wav,번호는 공오일팔입니다.,0518,,male,spk10,probe_cont_4,probe,1,2.4,4,1,4,sentence,continuous,0.016251586998502415,0.007636535802861229,0.012361561879515648,0.00947158969938755,0.026921609416604042,0.016251586998502415
probe_00052_spk11.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00052_spk11.wav,번호는 삼사칠삼입니다.,3473,,female,spk11,probe_cont_4,probe,1,2.0,4,1,4,sentence,continuous,0.02345855130503575,0.015909102981323506,0.013924884609878063,0.010576553642749786,0.0458742156624794,0.02345855130503575
probe_00053_spk12.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00053_spk12.wav,번호는 팔이구구입니다.,8299,,male,spk12,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.012578393643101057,0.002907448383593823,0.01396565418690443,0.008532672189176083,0.015236854553222656,0.012578393643101057
probe_00054_spk13.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00054_spk13.wav,번호는 칠삼칠육입니다.,7376,,male,spk13,probe_cont_4,probe,1,1.76,4,1,4,sentence,continuous,0.010115661037464937,0.0025373049182346222,0.011736661195755005,0.00653277151286602,0.012077550403773785,0.010115661037464937
probe_00055_spk14.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00055_spk14.wav,번호는 삼일일육입니다.,3116,,female,spk14,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.009397696703672409,0.0014348413855362477,0.010061796754598618,0.007405109703540802,0.010726183652877808,0.009397696703672409
probe_00056_spk01.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00056_spk01.wav,번호는 오육육칠입니다.,5667,,female,spk01,probe_cont_4,probe,1,2.48,4,1,4,sentence,continuous,0.01951426857461532,0.006322564014952889,0.023297114297747612,0.010606451891362667,0.02463923953473568,0.01951426857461532
probe_00057_spk02.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00057_spk02.wav,번호는 공일공육입니다.,0106,,male,spk02,probe_cont_4,probe,1,2.24,4,1,4,sentence,continuous,0.04381059172252814,0.014681461750486643,0.03845296800136566,0.02911730296909809,0.06386150419712067,0.04381059172252814
probe_00058_spk03.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00058_spk03.wav,번호는 오일삼삼입니다.,5133,,female,spk03,probe_cont_4,probe,1,2.24,4,1,4,sentence,continuous,0.007342345391710599,0.0019169455517927614,0.009195714257657528,0.004702246747910976,0.008129075169563293,0.007342345391710599
probe_00059_spk04.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00059_spk04.wav,번호는 삼팔칠이입니다.,3872,,male,spk04,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.008694205588350693,0.0025174886543920644,0.010941816493868828,0.005179206375032663,0.009961593896150589,0.008694205588350693
probe_00060_spk05.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00060_spk05.wav,번호는 육이사칠입니다.,6247,,female,spk05,probe_cont_4,probe,1,1.76,4,1,4,sentence,continuous,0.00992537367468079,0.0034293982159394783,0.010667024180293083,0.0054038106463849545,0.01370528619736433,0.00992537367468079
probe_00061_spk06.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00061_spk06.wav,번호는 삼일칠팔입니다.,3178,,male,spk06,probe_cont_4,probe,1,2.08,4,1,4,sentence,continuous,0.00820276839658618,0.003484318780236845,0.007737035863101482,0.004187336657196283,0.012683932669460773,0.00820276839658618
probe_00062_spk07.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00062_spk07.wav,번호는 일공팔공입니다.,1080,,female,spk07,probe_cont_4,probe,1,2.0,4,1,4,sentence,continuous,0.025122361878554027,0.008839035771704506,0.01867598667740822,0.01907052844762802,0.03762057051062584,0.025122361878554027
probe_00063_spk08.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00063_spk08.wav,번호는 일삼이육입니다.,1326,,male,spk08,probe_cont_4,probe,1,2.56,4,1,4,sentence,continuous,0.021465580289562542,0.011340641950528587,0.03653930127620697,0.009185045957565308,0.018672393634915352,0.021465580289562542
probe_00064_spk09.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00064_spk09.wav,번호는 칠칠삼육입니다.,7736,,female,spk09,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.009387827478349209,0.0019263689003772213,0.011450295336544514,0.006815160624682903,0.00989802647382021,0.009387827478349209
probe_00065_spk10.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00065_spk10.wav,번호는 공이육공입니다.,0260,,male,spk10,probe_cont_4,probe,1,2.24,4,1,4,sentence,continuous,0.026140815888841946,0.012867165305414223,0.018552590161561966,0.015611520037055016,0.04425833746790886,0.026140815888841946
probe_00066_spk11.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00066_spk11.wav,번호는 육사칠사입니다.,6474,,female,spk11,probe_cont_4,probe,1,2.4,4,1,4,sentence,continuous,0.007923936316122612,0.001942272259851318,0.009808678179979324,0.005251119378954172,0.008712011389434338,0.007923936316122612
probe_00067_spk12.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00067_spk12.wav,번호는 육팔칠이입니다.,6872,,male,spk12,probe_cont_4,probe,1,1.68,4,1,4,sentence,continuous,0.009537795558571815,0.0022090491971257053,0.01171958353370428,0.006510487757623196,0.01038331538438797,0.009537795558571815
probe_00068_spk13.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00068_spk13.wav,번호는 삼사삼공입니다.,3430,,male,spk13,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.01977063405017058,0.006909019995975173,0.022825781255960464,0.01020556129515171,0.026280559599399567,0.01977063405017058
probe_00069_spk14.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00069_spk14.wav,번호는 구팔공오입니다.,9805,,female,spk14,probe_cont_4,probe,1,1.84,4,1,4,sentence,continuous,0.014605110511183739,0.004850175704553195,0.016393879428505898,0.007976047694683075,0.019445404410362244,0.014605110511183739
probe_00070_spk01.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00070_spk01.wav,번호는 공공구칠입니다.,0097,,female,spk01,probe_cont_4,probe,1,2.08,4,1,4,sentence,continuous,0.11663820346196492,0.08762162933684281,0.035698868334293365,0.07584937661886215,0.23836636543273926,0.11663820346196492
probe_00071_spk02.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00071_spk02.wav,번호는 팔팔이공입니다.,8820,,male,spk02,probe_cont_4,probe,1,2.4,4,1,4,sentence,continuous,0.016964339340726536,0.006028337939521524,0.0178960133343935,0.009159546345472336,0.023837458342313766,0.016964339340726536
probe_00072_spk03.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00072_spk03.wav,번호는 팔일이일입니다.,8121,,female,spk03,probe_cont_4,probe,1,2.88,4,1,4,sentence,continuous,0.02422466470549504,0.008648012304591127,0.023846367374062538,0.013827272690832615,0.035000354051589966,0.02422466470549504
probe_00073_spk04.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00073_spk04.wav,번호는 구일삼육입니다.,9136,,male,spk04,probe_cont_4,probe,1,2.16,4,1,4,sentence,continuous,0.008487381817152103,0.00281861557692677,0.010023918002843857,0.004533806350082159,0.010904421098530293,0.008487381817152103
probe_00074_spk05.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00074_spk05.wav,번호는 일구삼구입니다.,1939,,female,spk05,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.014061260347565016,0.005440785924593915,0.015066252090036869,0.0069522736594080925,0.020165255293250084,0.014061260347565016
probe_00075_spk06.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00075_spk06.wav,번호는 구공구일입니다.,9091,,male,spk06,probe_cont_4,probe,1,2.48,4,1,4,sentence,continuous,0.006822376511991024,0.0019366741416609002,0.00924402941018343,0.004503507632762194,0.006719592493027449,0.006822376511991024
probe_00076_spk07.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00076_spk07.wav,번호는 육구구팔입니다.,6998,,female,spk07,probe_cont_4,probe,1,1.92,4,1,4,sentence,continuous,0.014057548406223455,0.0047876233703617495,0.014766061678528786,0.007871867157518864,0.01953471638262272,0.014057548406223455
probe_00077_spk08.wav,/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_probe/output/probe_00077_spk08.wav,번호는 오사삼오입니다.,5435,,male,spk08,probe_cont_4,probe,1,1.76,4,1,4,sentence,continuous,0.011728157289326191,0.0027971167604610883,0.014923680573701859,0.008111171424388885,0.012149619869887829,0.011728157289326191
